Company_Code,ticker,company_name,sector
NET,NET,Công ty Cổ phần Bột giặt Net,Hàng cá nhân
PIV,PIV,Công ty Cổ phần PIV,"Tư Vấn, Định giá, Môi giới Bất động sản"
CPI,CPI,Công ty Cổ phần Đầu tư Cảng Cái Lân,"Kho bãi, hậu cần và bảo dưỡng"
LAS,LAS,Công ty Cổ phần Supe Phốt phát và Hóa chất Lâm Thao,"Sản phẩm hóa dầu, Nông dược & Hóa chất khác"
TRA,TRA,Công ty Cổ phần Traphaco,Dược phẩm
TRC,TRC,Công ty Cổ phần Cao su Tây Ninh,"Nhựa, cao su & sợi"
PJC,PJC,Công ty Cổ phần Thương mại và Vận tải Petrolimex Hà Nội,Phân phối xăng dầu & khí đốt
ALT,ALT,Công ty Cổ phần văn hoá Tân Bình,"Sách, ấn bản & sản phẩm văn hóa"
NFC,NFC,Công ty Cổ phần Phân lân Ninh Bình,"Sản phẩm hóa dầu, Nông dược & Hóa chất khác"
ALV,ALV,Công ty Cổ phần Xây dựng ALVICO,Xây dựng
LBE,LBE,Công ty Cổ phần Sách và Thiết bị trường học Long An,Hàng cá nhân
VW3,VW3,Công ty Cổ Phần VIWASEEN3,Xây dựng
TS4,TS4,Công ty Cổ phần Thủy sản số 4,Nuôi trồng nông & hải sản
LBM,LBM,Công ty Cổ phần Khoáng sản và Vật liệu Xây dựng Lâm Đồng,Vật liệu xây dựng & Nội thất
AMC,AMC,Công ty Cổ phần Khoáng sản Á Châu,Khai khoáng
D2D,D2D,Công ty Cổ phần Phát triển Đô thị Công nghiệp Số 2,Bất động sản
TRT,TRT,Công ty cổ phần RedstarCera,Vật liệu xây dựng & Nội thất
PJS,PJS,Công ty Cổ phần cấp nước Phú Hòa Tân,Nước
AME,AME,Công ty Cổ phần Alphanam E&C,Thiết bị điện
PJT,PJT,Công ty Cổ phần Vận tải Xăng dầu Đường Thủy Petrolimex,Vận tải Thủy
CQN,CQN,Công ty cổ phần Cảng Quảng Ninh,"Kho bãi, hậu cần và bảo dưỡng"
TSB,TSB,Công ty Cổ phần Ắc quy Tia sáng,Hàng điện & điện tử
AMP,AMP,Công ty Cổ phần Armephaco,Dược phẩm
TSC,TSC,Công ty Cổ phần Vật tư kỹ thuật nông nghiệp Cần Thơ,"Sản phẩm hóa dầu, Nông dược & Hóa chất khác"
AMV,AMV,Công ty Cổ phần Sản xuất kinh doanh dược và Trang thiết bị y tế Việt Mỹ,Thiết bị y tế
NGC,NGC,Công ty Cổ phần Chế biến thủy sản Xuất khẩu Ngô Quyền,Nuôi trồng nông & hải sản
LCD,LCD,Công ty cổ phần Lắp máy - Thí nghiệm cơ điện,Xây dựng
LCC,LCC,CTCP Xi măng Hồng Phong,Vật liệu xây dựng & Nội thất
LCG,LCG,Công ty Cổ phần LIZEN,Xây dựng
TST,TST,Công ty Cổ phần Dịch vụ Kỹ thuật Viễn thông,Dịch vụ Máy tính
EVE,EVE,Công ty Cổ phần Everpia,Hàng May mặc
S12,S12,Công ty Cổ phần Sông Đà 12,Xây dựng
LCM,LCM,Công ty Cổ phần Khai thác và Chế biến Khoáng sản Lào Cai,Khai khoáng
LCS,LCS,Công ty Cổ phần Licogi 166,Xây dựng
VXB,VXB,Công ty Cổ phần Vật liệu xây dựng Bến Tre,Vật liệu xây dựng & Nội thất
TTC,TTC,Công ty Cổ phần Gạch men Thanh Thanh,Vật liệu xây dựng & Nội thất
PLA,PLA,Công ty Cổ phần Đầu tư Dịch vụ Hạ tầng Xăng Dầu,Xây dựng
TTD,TTD,Công ty Cổ phần Bệnh viện Tim Tâm Đức,Chăm sóc y tế
NHA,NHA,Tổng Công ty Đầu tư Phát triển Nhà và Đô thị Nam Hà Nội,Xây dựng
PLC,PLC,Tổng Công ty Hóa dầu Petrolimex-Công ty Cổ phần,"Sản phẩm hóa dầu, Nông dược & Hóa chất khác"
TTG,TTG,Công ty Cổ phần May Thanh Trì,Hàng May mặc
TTF,TTF,Công ty Cổ phần Tập đoàn Kỹ nghệ gỗ Trường Thành,Lâm sản và Chế biến gỗ
NHC,NHC,Công ty Cổ phần gạch ngói Nhị Hiệp,Vật liệu xây dựng & Nội thất
ANV,ANV,Công ty Cổ phần Nam Việt,Nuôi trồng nông & hải sản
TTL,TTL,Tổng Công ty Thăng Long - Công ty Cổ phần,Xây dựng
TTP,TTP,CTCP Bao bì Tân Tiến,Containers & Đóng gói
CSC,CSC,Công ty cổ phần Tập đoàn COTANA,Xây dựng
TTT,TTT,Công ty Cổ phần Du lịch – Thương mại Tây Ninh,Vận tải hành khách & Du lịch
LDP,LDP,Công ty Cổ phần Dược Lâm Đồng - Ladophar,Dược phẩm
S27,S27,CTCP Sông Đà 27,Vật liệu xây dựng & Nội thất
TTZ,TTZ,Công ty Cổ phần Đầu tư Xây dựng và Công nghệ Tiến Trung,Vật liệu xây dựng & Nội thất
CSM,CSM,Công ty Cổ phần Công nghiệp Cao su Miền Nam,Lốp xe
CT3,CT3,Công ty Cổ phần Đầu tư và Xây dựng công trình 3,Xây dựng
CT6,CT6,Công ty Cổ phần Công trình 6,Xây dựng
PMC,PMC,Công ty Cổ phần Dược phẩm dược liệu Pharmedic,Dược phẩm
LEC,LEC,Công ty Cổ phần Bất động sản Điện lực Miền Trung,Bất động sản
TV1,TV1,Công ty Cổ phần Tư vấn xây dựng điện 1,Tư vấn & Hỗ trợ KD
CTB,CTB,Công ty Cổ phần Chế tạo Bơm Hải Dương,Máy công nghiệp
TV3,TV3,Công ty Cổ phần Tư vấn xây dựng điện 3,Xây dựng
CTA,CTA,Công ty Cổ phần Vinavico,Xây dựng
TV2,TV2,Công ty Cổ phần Tư vấn Xây dựng điện 2,Tư vấn & Hỗ trợ KD
CTD,CTD,Công ty Cổ phần Xây dựng Coteccons,Xây dựng
CTC,CTC,CTCP Tập đoàn Hoàng Kim Tây Nguyên,Công nghiệp phức hợp
TV4,TV4,Công ty Cổ phần Tư vấn xây dựng điện 4,Tư vấn & Hỗ trợ KD
APC,APC,Công ty Cổ phần Chiếu xạ An Phú,Công nghệ sinh học
PMT,PMT,Công ty cổ phần Viễn thông Telvina Việt Nam,Thiết bị viễn thông
APF,APF,Công ty Cổ phần Nông sản Thực phẩm Quảng Ngãi,Thực phẩm
PMS,PMS,Công ty Cổ phần Cơ khí Xăng dầu,Máy công nghiệp
CTI,CTI,Công ty Cổ phần Đầu tư Phát triển Cường Thuận IDICO,Xây dựng
PMW,PMW,Công ty cổ phần Cấp nước Phú Mỹ,Nước
CTN,CTN,Công ty Cổ phần Xây dựng Công trình ngầm,Xây dựng
CTR,CTR,Tổng công ty cổ phần công trình Viettel,Xây dựng
APP,APP,Công ty Cổ phần Phát triển Phụ gia và Sản phẩm dầu mỏ,"Sản phẩm hóa dầu, Nông dược & Hóa chất khác"
CTT,CTT,Công ty Cổ phần Chế tạo máy Vinacomin,Máy công nghiệp
TVD,TVD,Công ty Cổ phần than Vàng Danh - Vinacomin,Khai thác Than
PNC,PNC,Công ty Cổ phần văn hoá Phương Nam,"Sách, ấn bản & sản phẩm văn hóa"
TVG,TVG,Công ty Cổ phần Tư vấn đầu tư và Xây dựng giao thông vận tải,Xây dựng
APT,APT,Công ty Cổ phần Kinh doanh Thủy hải sản Sài Gòn,Nuôi trồng nông & hải sản
CTX,CTX,Tổng Công ty Cổ phần Đầu tư xây dựng và Thương mại Việt Nam,Xây dựng
CTW,CTW,Công ty Cổ phần Cấp thoát nước Cần Thơ,Nước
PNG,PNG,Công ty cổ phần thương mại Phú Nhuận,Nhà hàng và quán bar
PNJ,PNJ,Công ty Cổ phần Vàng bạc đá quý Phú Nhuận,Hàng cá nhân
TVT,TVT,Tổng công ty Việt Thắng - CTCP,Hàng May mặc
PNT,PNT,Công ty Cổ phần Kỹ thuật Xây dựng Phú Nhuận,Xây dựng
LGC,LGC,Công ty Cổ phần đầu tư cầu đường CII,Xây dựng
NKG,NKG,Công ty Cổ phần Thép Nam Kim,Thép và sản phẩm thép
POM,POM,Công ty Cổ phần Thép Pomina,Thép và sản phẩm thép
LGL,LGL,Công ty Cổ phần Đầu tư và Phát triển Đô thị Long Giang,Bất động sản
S55,S55,Công ty Cổ phần Sông Đà 505,Xây dựng
LGM,LGM,CTCP Giày da và May mặc Xuất khẩu,Hàng May mặc
POT,POT,Công ty Cổ phần Thiết bị Bưu Điện,Phần cứng
POV,POV,Công ty Cổ phần Xăng dầu Dầu khí Vũng Áng,Phân phối xăng dầu & khí đốt
CVN,CVN,CÔNG TY CỔ PHẦN VINAM,Thiết bị y tế
ARM,ARM,Công ty Cổ phần Xuất nhập khẩu Hàng không,Nhà cung cấp thiết bị
CVT,CVT,Công ty Cổ phần CMC,Vật liệu xây dựng & Nội thất
PPC,PPC,Công ty Cổ phần Nhiệt điện Phả Lại,Sản xuất & Phân phối Điện
PPE,PPE,CTCP Tư vấn đầu tư PP Enterprise,Tư vấn & Hỗ trợ KD
LHC,LHC,Công ty Cổ phần Đầu tư và Xây dựng Thủy lợi Lâm Đồng,Xây dựng
NLG,NLG,Công ty Cổ phần Đầu tư Nam Long,Bất động sản
PPI,PPI,Công ty Cổ phần Đầu tư và Phát triển dự án hạ tầng Thái Bình Dương,Bất động sản
TXM,TXM,Công ty Cổ phần VICEM Thạch cao Xi măng,Vật liệu xây dựng & Nội thất
PPH,PPH,Tổng Công ty Cổ phần Phong Phú,Hàng May mặc
LHG,LHG,Công ty Cổ phần Long Hậu,Bất động sản
PPP,PPP,Công ty Cổ phần Dược phẩm Phong Phú,Dược phẩm
PPS,PPS,Công ty Cổ phần Dịch vụ kỹ thuật Điện lực Dầu khí Việt Nam,Tư vấn & Hỗ trợ KD
PPY,PPY,Công ty Cổ phần Xăng dầu Dầu khí Phú Yên,Phân phối xăng dầu & khí đốt
ASM,ASM,Công ty Cổ phần Tập đoàn Sao Mai,Nuôi trồng nông & hải sản
YBC,YBC,Công ty Cổ phần Xi măng và Khoáng sản Yên Bái,Vật liệu xây dựng & Nội thất
TYA,TYA,Công ty Cổ phần Dây và Cáp điện Taya Việt Nam,Hàng điện & điện tử
ASP,ASP,Công ty Cổ phần Tập đoàn Dầu khí An Pha,Phân phối xăng dầu & khí đốt
CX8,CX8,Công ty Cổ phần Đầu tư và Xây lắp Constrexim số 8,Xây dựng
HAD,HAD,Công ty Cổ phần Bia Hà Nội - Hải Dương,Sản xuất bia
LIG,LIG,Công ty Cổ phần Licogi 13,Xây dựng
ATA,ATA,Công ty Cổ phần NTACO,Nuôi trồng nông & hải sản
HAG,HAG,Công ty Cổ phần Hoàng Anh Gia Lai,Nuôi trồng nông & hải sản
HAI,HAI,Công ty Cổ phần Nông dược H.A.I,"Sản phẩm hóa dầu, Nông dược & Hóa chất khác"
S74,S74,Công ty Cổ phần Sông Đà 7.04,Xây dựng
HAN,HAN,Tổng công ty Xây dựng Hà Nội - Công ty Cổ phần,Xây dựng
HAM,HAM,Công ty Cổ phần Vật tư Hậu Giang,Vật liệu xây dựng & Nội thất
HAP,HAP,Công ty Cổ phần Tập đoàn HAPACO,Sản xuất giấy
HAT,HAT,Công ty Cổ phần Thương mại Bia Hà Nội,Sản xuất bia
LIX,LIX,Công ty Cổ phần Bột giặt Lix,Hàng cá nhân
HAS,HAS,Công ty Cổ phần Hacisco,Xây dựng
HAX,HAX,Công ty Cổ phần Dịch vụ Ô tô Hàng Xanh,Sản xuất ô tô
PRC,PRC,Công ty Cổ phần Logistics Portserco,Dịch vụ vận tải
NNC,NNC,Công ty Cổ phần Đá Núi Nhỏ,Vật liệu xây dựng & Nội thất
HBD,HBD,Công ty Cổ phần Bao bì PP Bình Dương,Containers & Đóng gói
CYC,CYC,Công ty Cổ phần Gạch Men Chang Yih,Vật liệu xây dựng & Nội thất
NNT,NNT,Công ty Cổ phần Cấp nước Ninh Thuận,Nước
HC3,HC3,Công ty Cổ phần Xây dựng số 3 Hải Phòng,Xây dựng
PSB,PSB,Công ty Cổ phần Đầu tư Dầu khí Sao Mai – Bến Đình,Xây dựng
PSD,PSD,Công ty Cổ phần Dịch vụ Phân phối Tổng hợp Dầu khí,Phân phối hàng chuyên dụng
PSC,PSC,Công ty Cổ phần Vận tải và Dịch vụ Petrolimex Sài Gòn,Dịch vụ vận tải
PSE,PSE,Công ty Cổ phần Phân Bón và Hóa Chất Dầu Khí Đông Nam Bộ,"Sản phẩm hóa dầu, Nông dược & Hóa chất khác"
PSG,PSG,Công ty Cổ phần Đầu tư và Xây lắp Dầu khí Sài Gòn,Xây dựng
HCB,HCB,CTCP Dệt may 29/3,Hàng May mặc
PSL,PSL,Công ty Cổ phần Chăn nuôi Phú Sơn,Nuôi trồng nông & hải sản
HCC,HCC,Công ty Cổ phần Bê tông Hòa Cẩm - Intimex,Vật liệu xây dựng & Nội thất
PSP,PSP,Công ty Cổ phần Cảng Dịch vụ Dầu khí Đình Vũ,Dịch vụ vận tải
HCI,HCI,Công ty Cổ phần Đầu tư - Xây dựng Hà Nội,Xây dựng
AVF,AVF,Công ty Cổ phần Việt An,Nuôi trồng nông & hải sản
S96,S96,Công ty Cổ phần Sông Đà 9.06,Xây dựng
S99,S99,Công ty Cổ phần SCI,Xây dựng
HCT,HCT,Công ty Cổ phần Thương mại Dịch vụ Vận tải Xi măng Hải Phòng,Dịch vụ vận tải
LKW,LKW,Công ty Cổ phần Cấp nước Long Khánh,Nước
HD6,HD6,Công ty Cổ phần đầu tư và phát triển Nhà số 6 Hà Nội,Bất động sản
B82,B82,CTCP 482,Xây dựng
PTC,PTC,Công ty Cổ phần Đầu tư ICapital,Xây dựng
PTB,PTB,Công ty cổ phần Phú Tài,Lâm sản và Chế biến gỗ
PTE,PTE,Công ty Cổ phần Xi măng Phú Thọ,Vật liệu xây dựng & Nội thất
PTD,PTD,Công ty Cổ phần Thiết kế - Xây dựng - Thương mại Phúc Thịnh,Xây dựng
PTG,PTG,Công ty Cổ phần May xuất khẩu Phan Thiết,Hàng May mặc
HDA,HDA,Công ty Cổ phần Hãng sơn Đông Á,Vật liệu xây dựng & Nội thất
PTH,PTH,Công ty Cổ phần Vận tải và Dịch vụ Petrolimex Hà Tây,Phân phối xăng dầu & khí đốt
HDC,HDC,Công ty Cổ phần Phát triển nhà Bà Rịa-Vũng Tàu,Bất động sản
PTL,PTL,Công ty Cổ phần Victory Capital,Bất động sản
HDG,HDG,Công ty Cổ phần Tập đoàn Hà Đô,Bất động sản
PTO,PTO,Công ty Cổ phần Dịch vụ - Xây dựng Công trình Bưu điện,Xây dựng
PTP,PTP,Công ty Cổ phần Dịch vụ Viễn thông và In bưu điện,Viễn thông cố định
PTS,PTS,Công ty Cổ phần Vận tải và Dịch vụ Petrolimex Hải Phòng,Dịch vụ vận tải
HDM,HDM,Công ty Cổ phần Dệt May Huế,Hàng May mặc
HDO,HDO,CTCP Hưng Đạo Container,Containers & Đóng gói
LM3,LM3,Công ty Cổ phần Lilama 3,Xây dựng
PTV,PTV,Công ty cổ phần Thương mại Dầu khí,Thiết bị và Dịch vụ Dầu khí
HDP,HDP,Công ty Cổ phần Dược Hà Tĩnh,Dược phẩm
LM8,LM8,Công ty Cổ phần Lilama 18,Xây dựng
LM7,LM7,Công ty Cổ phần Lilama 7,Máy công nghiệp
HEC,HEC,Công ty cổ phần Tư vấn Xây dựng Thủy Lợi II,Tư vấn & Hỗ trợ KD
LMI,LMI,Công ty Cổ phần Đầu tư Xây dựng lắp máy IDICO,Máy công nghiệp
HEJ,HEJ,Tổng công ty Tư vấn Xây dựng Thủy Lợi Việt Nam - CTCP,Xây dựng
PV2,PV2,Công ty Cổ phần Đầu tư PV2,Bất động sản
PVA,PVA,Công ty Cổ phần Tổng Công ty Xây lắp Dầu khí Nghệ An,Xây dựng
PVC,PVC,Tổng Công ty Hóa chất và Dịch vụ Dầu khí - Công ty Cổ phần,Thiết bị và Dịch vụ Dầu khí
PVB,PVB,Công ty Cổ phần Bọc Ống Dầu khí Việt Nam,Thiết bị và Dịch vụ Dầu khí
PVE,PVE,Tổng Công ty Tư vấn Thiết kế Dầu khí-Công ty Cổ phần,Thiết bị và Dịch vụ Dầu khí
PVD,PVD,Tổng Công ty Cổ phần Khoan và Dịch vụ khoan dầu khí,Thiết bị và Dịch vụ Dầu khí
PVG,PVG,CÔNG TY CỔ PHẦN KINH DOANH LPG VIỆT NAM,Phân phối xăng dầu & khí đốt
PVH,PVH,Công ty Cổ phần Xây lắp Dầu khí Thanh Hóa,Xây dựng
FBA,FBA,Công ty Cổ phần Tập đoàn Quốc tế FBA,Thiết bị gia dụng
HFC,HFC,Công ty cổ phần Xăng dầu HFC,Phân phối xăng dầu & khí đốt
FBC,FBC,Công ty Cổ phần Cơ khí Phổ Yên,Máy công nghiệp
PVM,PVM,Công ty cổ phần Máy - Thiết bị Dầu khí,Nhà cung cấp thiết bị
WCS,WCS,Công ty Cổ phần Bến xe miền Tây,"Kho bãi, hậu cần và bảo dưỡng"
PVL,PVL,Công ty cổ phần Đầu tư Nhà đất Việt,Bất động sản
PVO,PVO,Công ty Cổ phần DẦU NHỜN PV OIL,"Sản phẩm hóa dầu, Nông dược & Hóa chất khác"
PVP,PVP,Công ty cổ phần Vận tải Dầu khí Thái Bình Dương,Dịch vụ vận tải
PVS,PVS,Tổng Công ty Cổ phần Dịch vụ Kỹ thuật Dầu khí Việt Nam,Thiết bị và Dịch vụ Dầu khí
PVT,PVT,Tổng Công ty Cổ phần Vận tải dầu khí,Vận tải Thủy
PVV,PVV,Công ty Cổ phần Vinaconex 39,Xây dựng
PVY,PVY,Công ty cổ phần Chế tạo Giàn khoan Dầu khí,Xây dựng
LO5,LO5,Công ty Cổ phần Lilama 5,Máy công nghiệp
PVX,PVX,Tổng Công ty Cổ phần Xây lắp Dầu khí Việt Nam,Xây dựng
HFX,HFX,Công ty Cổ phần Sản xuất - Xuất nhập khẩu Thanh Hà,Bán lẻ phức hợp
NSC,NSC,Công ty Cổ phần Tập đoàn Giống cây trồng Việt Nam,Nuôi trồng nông & hải sản
NSG,NSG,Công ty Cổ phần Nhựa Sài Gòn,"Nhựa, cao su & sợi"
NST,NST,Công ty Cổ phần Ngân Sơn,Thuốc lá
HGM,HGM,Công ty Cổ phần Cơ khí và Khoáng sản Hà Giang,Khai khoáng
FCN,FCN,Công ty Cổ phần FECON,Xây dựng
HGT,HGT,CÔNG TY CỔ PHẦN DU LỊCH HƯƠNG GIANG,Vận tải hành khách & Du lịch
PXA,PXA,Công ty Cổ phần Đầu tư & Thương mại Dầu khí Nghệ An,Bất động sản
PXC,PXC,Công ty cổ phần Phát triển Đô thị Dầu khí,Bất động sản
NTC,NTC,Công ty cổ phần Khu Công nghiệp Nam Tân Uyên,Bất động sản
NTB,NTB,Công ty Cổ phần Đầu tư Xây dựng và Khai thác Công trình Giao thông 584,Bất động sản
PXI,PXI,Công ty Cổ phần Xây dựng Công nghiệp và Dân dụng Dầu khí,Xây dựng
HHC,HHC,Công ty Cổ phần Bánh kẹo Hải Hà,Thực phẩm
FDC,FDC,Công ty Cổ phần Ngoại thương và Phát triển Đầu tư Thành phố Hồ Chí Minh,Bất động sản
PXM,PXM,Công ty Cổ phần Xây lắp Dầu khí miền Trung,Xây dựng
PXL,PXL,Tổng Công ty Cổ phần Đầu tư và Phát triển KCN Dầu khí-Long Sơn,Bất động sản
HHG,HHG,Công ty Cổ phần Hoàng Hà,Vận tải hành khách & Du lịch
NTL,NTL,Công ty Cổ phần Phát triển đô thị Từ Liêm,Bất động sản
PXS,PXS,Công ty Cổ phần Kết cấu Kim loại và Lắp máy Dầu khí,Xây dựng
NTP,NTP,Công ty Cổ phần Nhựa Thiếu niên Tiền Phong,Vật liệu xây dựng & Nội thất
PXT,PXT,Công ty Cổ phần Xây lắp Đường ống Bể chứa Dầu khí,Xây dựng
NTT,NTT,Công ty cổ phần Dệt - May Nha Trang,Hàng May mặc
NTW,NTW,Công ty Cổ phần Cấp nước Nhơn Trạch,Nước
HHS,HHS,Công ty Cổ phần Đầu tư Dịch vụ Hoàng Huy,Sản xuất ô tô
DAD,DAD,Công ty Cổ phần Đầu tư và Phát triển giáo dục Đà Nẵng,"Sách, ấn bản & sản phẩm văn hóa"
DAC,DAC,Công ty Cổ phần Viglacera Đông Anh,Vật liệu xây dựng & Nội thất
HIG,HIG,CTCP Tập đoàn HIPT,Dịch vụ Máy tính
DAE,DAE,Công ty Cổ phần Sách Giáo dục tại Tp. Đà Nẵng,"Sách, ấn bản & sản phẩm văn hóa"
DAG,DAG,Công ty Cổ phần Tập đoàn Nhựa Đông Á,"Nhựa, cao su & sợi"
DAN,DAN,Công ty Cổ phần Dược Danapha,Dược phẩm
DAS,DAS,Công ty Cổ phần Máy - Thiết bị Dầu khí Đà Nẵng,Sản xuất ô tô
HJC,HJC,Công ty Cổ phần Hòa Việt,Thuốc lá
DBC,DBC,Công ty Cổ phần Tập đoàn Dabaco Việt Nam,Nuôi trồng nông & hải sản
DBD,DBD,Công ty Cổ phần Dược - Trang thiết bị Y tế Bình Định,Dược phẩm
NVT,NVT,Công ty Cổ phần Bất động sản Du lịch Ninh Vân Bay,Bất động sản
DBM,DBM,Công ty Cổ phần Dược - Vật tư y tế Đăk Lăk,Dược phẩm
HJS,HJS,Công ty Cổ phần Thủy điện Nậm Mu,Sản xuất & Phân phối Điện
DC2,DC2,Công ty Cổ phần Đầu tư Phát triển - Xây dựng số 2,Xây dựng
DC1,DC1,Công ty Cổ phần Đầu tư Phát triển Xây dựng số 1,Xây dựng
DC4,DC4,Công ty cổ phần Xây dựng DIC Holdings,Xây dựng
UDC,UDC,Công ty Cổ phần Xây dựng và Phát triển Đô thị tỉnh Bà Rịa-Vũng Tàu,Xây dựng
DBT,DBT,Công ty Cổ phần Dược phẩm Bến Tre,Dược phẩm
UDJ,UDJ,Công ty Cổ phần Phát triển Đô thị,Xây dựng
LSG,LSG,Công ty Cổ phần Bất động sản Sài Gòn VINA,Bất động sản
DCF,DCF,Công ty Cổ phần Xây dựng và Thiết kế Số 1,Xây dựng
DCL,DCL,Công ty Cổ phần Dược phẩm Cửu Long,Dược phẩm
LSS,LSS,Công ty Cổ phần Mía đường Lam Sơn,Thực phẩm
JOS,JOS,Công ty cổ phần Chế biến Thủy sản Xuất khẩu Minh Hải,Nuôi trồng nông & hải sản
DCR,DCR,Công ty cổ phần Gạch Men Cosevco,Vật liệu xây dựng & Nội thất
DCT,DCT,Công ty Cổ phần Tấm lợp Vật liệu Xây dựng Đồng Nai,Vật liệu xây dựng & Nội thất
DCS,DCS,Công ty Cổ phần Tập đoàn Đại Châu,Thiết bị gia dụng
SAB,SAB,Tổng Công ty Cổ phần Bia - Rượu - Nước giải khát Sài Gòn,Sản xuất bia
SAF,SAF,Công ty Cổ phần Lương thực Thực phẩm SAFOCO,Thực phẩm
LTC,LTC,Công ty Cổ phần Điện nhẹ Viễn thông,Phần cứng
HLA,HLA,Công ty Cổ phần Hữu Liên Á Châu,Thép và sản phẩm thép
UEM,UEM,Công ty Cổ phần Cơ điện Uông Bí- Vinacomin,Máy công nghiệp
HLC,HLC,Công ty Cổ phần Than Hà Lầm - Vinacomin,Khai thác Than
LTG,LTG,Công ty Cổ phần Tập đoàn Lộc Trời,Nuôi trồng nông & hải sản
SAM,SAM,Công ty Cổ phần SAM HOLDINGS,Thiết bị viễn thông
HLB,HLB,Công ty Cổ phần Bia và Nước giải khát Hạ Long,Sản xuất bia
SAL,SAL,Công ty cổ phần Trục vớt cứu hộ Việt Nam,Xe tải & Đóng tàu
HLD,HLD,Công ty Cổ phần Đầu tư và Phát triển Bất động sản HUDLAND,Bất động sản
SAP,SAP,Công ty Cổ phần In Sách giáo khoa tại Tp.Hồ Chí Minh,"Sách, ấn bản & sản phẩm văn hóa"
SAV,SAV,Công ty Cổ phần Hợp tác kinh tế và Xuất nhập khẩu SAVIMEX,Lâm sản và Chế biến gỗ
DDM,DDM,Công ty Cổ phần Hàng hải Đông Đô,Vận tải Thủy
DDN,DDN,Công ty Cổ phần Dược - Thiết bị Y tế Đà Nẵng,Dược phẩm
SBB,SBB,Công ty Cổ phần Tập đoàn Bia Sài Gòn Bình Tây,Sản xuất bia
SBA,SBA,Công ty Cổ phần Sông Ba,Sản xuất & Phân phối Điện
HLY,HLY,Công ty Cổ phần Viglacera Hạ Long I,Vật liệu xây dựng & Nội thất
SBD,SBD,Công ty cổ phần Công nghệ Sao Bắc Đẩu,Phần mềm
HMC,HMC,Công ty Cổ phần Kim khí Thành phố Hồ Chí Minh - VNSTEEL,Thép và sản phẩm thép
SBM,SBM,Công ty cổ phần Đầu tư Phát triển Bắc Minh,Xây dựng
HMH,HMH,Công ty Cổ phần Hải Minh,Dịch vụ vận tải
HMG,HMG,Công ty Cổ phần kim khí Hà Nội - VNSTEEL,Thép và sản phẩm thép
SBT,SBT,Công ty Cổ phần Thành Thành Công - Biên Hòa,Thực phẩm
SC5,SC5,Công ty Cổ phần Xây dựng số 5,Xây dựng
SBV,SBV,Công ty Cổ phần Siam Brothers Việt Nam,Phân phối hàng chuyên dụng
LUT,LUT,Công ty Cổ phần Đầu tư xây dựng Lương Tài,Xây dựng
BAL,BAL,Công ty Cổ phần Bao bì Bia – Rượu – Nước giải khát,Containers & Đóng gói
SCC,SCC,Công ty Cổ phần Đầu tư Thương mại Hưng Long tỉnh Hòa Bình,Vật liệu xây dựng & Nội thất
SCD,SCD,Công ty Cổ phần Nước giải khát Chương Dương,Đồ uống & giải khát
BAX,BAX,Công ty Cổ phần Thống Nhất,Xây dựng
SCJ,SCJ,Công ty Cổ phần Xi măng Sài Sơn,Vật liệu xây dựng & Nội thất
SCL,SCL,Công ty Cổ phần Sông Đà Cao Cường,Vật liệu xây dựng & Nội thất
SCO,SCO,Công ty Cổ phần Công nghiệp Thủy sản,Máy công nghiệp
HNF,HNF,Công ty Cổ phần Thực phẩm Hữu Nghị,Thực phẩm
HNI,HNI,Công ty Cổ phần May Hữu Nghị,Hàng May mặc
BBT,BBT,Công ty Cổ phần Bông Bạch Tuyết,Hàng cá nhân
DHB,DHB,Công ty Cổ phần Phân đạm và Hóa chất Hà Bắc,"Sản phẩm hóa dầu, Nông dược & Hóa chất khác"
SFG,SFG,Công ty Cổ phần phân bón Miền Nam,"Sản phẩm hóa dầu, Nông dược & Hóa chất khác"
BFC,BFC,Công ty Cổ phần Phân bón Bình Điền,"Sản phẩm hóa dầu, Nông dược & Hóa chất khác"
SHG,SHG,Tổng Công ty Cổ phần Sông Hồng,Xây dựng
HSP,HSP,Công ty cổ phần Sơn Tổng hợp Hà Nội,Vật liệu xây dựng & Nội thất
HUB,HUB,Công ty Cổ phần Xây lắp Thừa Thiên Huế,Xây dựng
HUG,HUG,Tổng công ty May Hưng Yên - Công ty Cổ phần,Hàng May mặc
DMS,DMS,Công ty Cổ phần Hóa phẩm dầu khí DMC - Miền Nam,Phân phối xăng dầu & khí đốt
FRM,FRM,Công ty Cổ phần Lâm nghiệp Sài Gòn,Lâm sản và Chế biến gỗ
DNW,DNW,Công ty Cổ phần Cấp nước Đồng Nai,Nước
DP1,DP1,Công ty Cổ phần Dược phẩm Trung ương CPC1,Dược phẩm
SNZ,SNZ,Tổng Công ty Cổ phần phát triển khu Công nghiệp,Xây dựng
